holo_name,apo_name,holo_chain,apo_chain,ligand,ligand_atom_count,loop_per,apo_group_id,family50_id
6ugp,1TG3,A,A,TRS,20,48.888888888888886,0,0
6ugp,1H9Q,A,A,TRS,20,48.888888888888886,0,0
6ugp,3TVN,A,X,TRS,20,48.888888888888886,0,0
6ugp,1CNI,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CNG,A,A,TRS,20,48.888888888888886,0,0
6ugp,1H9N,A,A,TRS,20,48.888888888888886,0,0
6ugp,1BIC,A,A,TRS,20,48.888888888888886,0,0
6ugp,1UGE,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CCU,A,A,TRS,20,48.888888888888886,0,0
6ugp,4QK1,A,A,TRS,20,48.888888888888886,0,0
6ugp,4YGJ,A,A,TRS,20,48.888888888888886,0,0
6ugp,3RLD,A,A,TRS,20,48.888888888888886,0,0
6ugp,3DV7,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CCS,A,A,TRS,20,48.888888888888886,0,0
6ugp,7CA2,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CVF,A,A,TRS,20,48.888888888888886,0,0
6ugp,1HEC,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CVC,A,A,TRS,20,48.888888888888886,0,0
6ugp,3DVB,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CVE,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CNK,A,A,TRS,20,48.888888888888886,0,0
6ugp,8CA2,A,A,TRS,20,48.888888888888886,0,0
6ugp,1UGC,A,A,TRS,20,48.888888888888886,0,0
6ugp,1UGA,A,A,TRS,20,48.888888888888886,0,0
6ugp,2NWO,A,A,TRS,20,48.888888888888886,0,0
6ugp,3RG3,A,A,TRS,20,48.888888888888886,0,0
6ugp,2NWY,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CNB,A,A,TRS,20,48.888888888888886,0,0
6ugp,1HVA,A,A,TRS,20,48.888888888888886,0,0
6ugp,3RGE,A,A,TRS,20,48.888888888888886,0,0
6ugp,1MUA,A,A,TRS,20,48.888888888888886,0,0
6ugp,2FNK,A,A,TRS,20,48.888888888888886,0,0
6ugp,1FQL,A,A,TRS,20,48.888888888888886,0,0
6ugp,1YO0,A,A,TRS,20,48.888888888888886,0,0
6ugp,1LG5,A,A,TRS,20,48.888888888888886,0,0
6ugp,3M1Q,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CVD,A,A,TRS,20,48.888888888888886,0,0
6ugp,1CVH,A,A,TRS,20,48.888888888888886,0,0
6ugp,2FNM,A,A,TRS,20,48.888888888888886,0,0
3b26,5J80,A,A,B2L,21,25.078043704474503,1,1
3b26,2K5B,A,A,B2L,21,25.078043704474503,1,1
3b26,6GP4,A,A,B2L,21,25.078043704474503,1,1
3b26,8B7I,A,A,B2L,21,25.078043704474503,1,1
6g3a,2WB8,A,A,5ID,20,39.08355795148248,2,2
4f5y,4F5W,A,A,C2E,46,27.64505119453925,3,3
4f5y,6NT5,A,A,C2E,46,27.64505119453925,4,3
4f5y,8GSZ,A,A,C2E,46,27.64505119453925,5,3
1ppi,1KXQ,A,A,DAF,21,47.78761061946903,6,4
5c28,2OUV,A,A,4XV,12,20.60931899641577,7,5
2wky,7YSV,A,A,IBC,17,48.36448598130841,8,6
2wky,7LVT,A,A,IBC,17,48.36448598130841,9,6
2wky,7YSJ,A,A,IBC,17,48.36448598130841,10,6
1fkf,5GKY,A,B,FK5,57,54.427083333333336,11,7
1fkf,2PPP,A,A,FK5,57,54.427083333333336,11,7
1fkf,2PPO,A,A,FK5,57,54.427083333333336,11,7
1fkf,1EYM,A,A,FK5,57,54.427083333333336,11,7
1fkf,8JGA,A,A,FK5,57,54.427083333333336,12,8
1fkf,7EPD,A,A,FK5,57,54.427083333333336,13,9
5cxa,1OS2,A,A,55L,45,60.57906458797328,14,7
5cxa,3BA0,A,A,55L,45,60.57906458797328,14,7
5cxa,2K9C,A,A,55L,45,60.57906458797328,14,7
3eax,6NTP,A,A,LZP,48,76.14035087719299,15,7
3eax,2F6F,A,A,LZP,48,76.14035087719299,15,7
3eax,3SME,A,A,LZP,48,76.14035087719299,15,7
3eax,5KA4,A,A,LZP,48,76.14035087719299,15,7
3eax,4QBE,A,A,LZP,48,76.14035087719299,15,7
3eax,7KEN,A,A,LZP,48,76.14035087719299,15,7
3eax,8U1E,A,A,LZP,48,76.14035087719299,15,7
3eax,4BJO,A,A,LZP,48,76.14035087719299,15,7
3eax,6CWU,A,A,LZP,48,76.14035087719299,15,7
3eax,6CWV,A,A,LZP,48,76.14035087719299,15,7
3eax,1I57,A,A,LZP,48,76.14035087719299,15,7
3eax,1PA1,A,A,LZP,48,76.14035087719299,15,7
3eax,7L0C,A,A,LZP,48,76.14035087719299,15,7
3eax,3A5K,A,A,LZP,48,76.14035087719299,15,7
3eax,3ZV2,A,A,LZP,48,76.14035087719299,15,7
3eax,8EXK,A,A,LZP,48,76.14035087719299,15,7
1hdq,1PYT,A,B,INF,16,52.49266862170088,16,10
1hdq,1ARL,A,A,INF,16,52.49266862170088,16,10
3ibi,1CAN,A,A,BOW,13,48.5781990521327,0,0
3ibi,5ZXW,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CA3,A,A,BOW,13,48.5781990521327,0,0
3ibi,5CA2,A,A,BOW,13,48.5781990521327,0,0
3ibi,1ZSA,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CAK,A,A,BOW,13,48.5781990521327,0,0
3ibi,12CA,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CNH,A,A,BOW,13,48.5781990521327,0,0
3ibi,3MNJ,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CAJ,A,A,BOW,13,48.5781990521327,0,0
3ibi,1UGD,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CVA,A,A,BOW,13,48.5781990521327,0,0
3ibi,1UGF,A,A,BOW,13,48.5781990521327,0,0
3ibi,9CA2,A,A,BOW,13,48.5781990521327,0,0
3ibi,3MNH,A,A,BOW,13,48.5781990521327,0,0
3ibi,2NXR,A,A,BOW,13,48.5781990521327,0,0
3ibi,1DCA,A,A,BOW,13,48.5781990521327,0,0
3ibi,1HED,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CCT,A,A,BOW,13,48.5781990521327,0,0
3ibi,1LZV,A,A,BOW,13,48.5781990521327,0,0
3ibi,3DVD,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CAL,A,A,BOW,13,48.5781990521327,0,0
3ibi,1UGE,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CAI,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CNJ,A,A,BOW,13,48.5781990521327,0,0
3ibi,1HEB,A,A,BOW,13,48.5781990521327,0,0
3ibi,3DVC,A,A,BOW,13,48.5781990521327,0,0
3ibi,1HEA,A,A,BOW,13,48.5781990521327,0,0
3ibi,1G3Z,A,A,BOW,13,48.5781990521327,0,0
3ibi,3RG4,A,A,BOW,13,48.5781990521327,0,0
3ibi,1H9Q,A,A,BOW,13,48.5781990521327,0,0
3ibi,3TVN,A,X,BOW,13,48.5781990521327,0,0
3ibi,3MNI,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CNI,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CNG,A,A,BOW,13,48.5781990521327,0,0
3ibi,1H9N,A,A,BOW,13,48.5781990521327,0,0
3ibi,6CA2,A,A,BOW,13,48.5781990521327,0,0
3ibi,3MNK,A,A,BOW,13,48.5781990521327,0,0
3ibi,1HEC,A,A,BOW,13,48.5781990521327,0,0
3ibi,1TH9,A,A,BOW,13,48.5781990521327,0,0
3ibi,1TG3,A,A,BOW,13,48.5781990521327,0,0
3ibi,4QK1,A,A,BOW,13,48.5781990521327,0,0
3ibi,1UGB,A,A,BOW,13,48.5781990521327,0,0
3ibi,3DV7,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CCS,A,A,BOW,13,48.5781990521327,0,0
3ibi,7CA2,A,A,BOW,13,48.5781990521327,0,0
3ibi,1BIC,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CVF,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CVC,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CVE,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CCU,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CNK,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CNB,A,A,BOW,13,48.5781990521327,0,0
3ibi,4YGJ,A,A,BOW,13,48.5781990521327,0,0
3ibi,3RLD,A,A,BOW,13,48.5781990521327,0,0
3ibi,8CA2,A,A,BOW,13,48.5781990521327,0,0
3ibi,1UGA,A,A,BOW,13,48.5781990521327,0,0
3ibi,2NWO,A,A,BOW,13,48.5781990521327,0,0
3ibi,3RG3,A,A,BOW,13,48.5781990521327,0,0
3ibi,3DVB,A,A,BOW,13,48.5781990521327,0,0
3ibi,2NWY,A,A,BOW,13,48.5781990521327,0,0
3ibi,1UGC,A,A,BOW,13,48.5781990521327,0,0
3ibi,1HVA,A,A,BOW,13,48.5781990521327,0,0
3ibi,3RGE,A,A,BOW,13,48.5781990521327,0,0
3ibi,2FNK,A,A,BOW,13,48.5781990521327,0,0
3ibi,1FQL,A,A,BOW,13,48.5781990521327,0,0
3ibi,1MUA,A,A,BOW,13,48.5781990521327,0,0
3ibi,1YO0,A,A,BOW,13,48.5781990521327,0,0
3ibi,1LG5,A,A,BOW,13,48.5781990521327,0,0
3ibi,3M1Q,A,A,BOW,13,48.5781990521327,0,0
3ibi,2FNM,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CVD,A,A,BOW,13,48.5781990521327,0,0
3ibi,1CVH,A,A,BOW,13,48.5781990521327,0,0
6p88,3EH0,B,A,O3V,47,60.62925170068028,17,11
1gx8,3PH5,A,A,RTL,21,25.112107623318387,18,12
1gx8,6NKQ,A,A,RTL,21,25.112107623318387,18,12
1gx8,1BEB,A,A,RTL,21,25.112107623318387,18,12
2qbs,6NTP,A,A,024,27,67.70025839793283,15,7
2qbs,3SME,A,A,024,27,67.70025839793283,15,7
2qbs,5KA4,A,A,024,27,67.70025839793283,15,7
2qbs,4QBE,A,A,024,27,67.70025839793283,15,7
2qbs,4BJO,A,A,024,27,67.70025839793283,15,7
2qbs,8U1E,A,A,024,27,67.70025839793283,15,7
2qbs,2F6F,A,A,024,27,67.70025839793283,15,7
2qbs,1I57,A,A,024,27,67.70025839793283,15,7
2qbs,6CWU,A,A,024,27,67.70025839793283,15,7
2qbs,6CWV,A,A,024,27,67.70025839793283,15,7
2qbs,7L0C,A,A,024,27,67.70025839793283,15,7
2qbs,1PA1,A,A,024,27,67.70025839793283,15,7
2qbs,7KEN,A,A,024,27,67.70025839793283,15,7
2qbs,3A5K,A,A,024,27,67.70025839793283,15,7
2qbs,3ZV2,A,A,024,27,67.70025839793283,15,7
2qbs,8EXK,A,A,024,27,67.70025839793283,15,7
2xxx,7KS0,A,B,GLU,10,45.78947368421053,19,6
1yc4,2K5B,A,A,43P,20,21.85929648241206,1,1
1yc4,8B7I,A,A,43P,20,21.85929648241206,1,1
1yc4,5J80,A,A,43P,20,21.85929648241206,1,1
1yc4,6GP4,A,A,43P,20,21.85929648241206,1,1
1jmf,1TDA,A,A,UMP,20,46.458333333333336,20,13
1jmf,1BO8,A,A,UMP,20,46.458333333333336,20,13
1jmf,1BO7,A,A,UMP,20,46.458333333333336,20,13
2vwo,1C5M,A,D,LZG,33,68.42105263157895,21,14
2vwo,7TPP,A,B,LZG,33,68.42105263157895,21,14
2vwo,1HCG,A,A,LZG,33,68.42105263157895,22,14
5z99,5ZA4,A,A,SLB,39,44.969199178644764,23,15
4hp0,1LSG,A,A,NAG,14,39.49771689497717,24,16
4hp0,4YEO,A,A,NAG,14,39.49771689497717,24,16
4hp0,193L,A,A,NAG,14,39.49771689497717,24,16
4hp0,1HEO,A,A,NAG,14,39.49771689497717,24,16
4hp0,1IR8,A,A,NAG,14,39.49771689497717,24,16
4hp0,1IR7,A,A,NAG,14,39.49771689497717,24,16
4hp0,1IR9,A,A,NAG,14,39.49771689497717,24,16
4hp0,1HEM,A,A,NAG,14,39.49771689497717,24,16
4hp0,2IFF,A,Y,NAG,14,39.49771689497717,24,16
4hp0,1HER,A,A,NAG,14,39.49771689497717,24,16
4hp0,1IOT,A,A,NAG,14,39.49771689497717,24,16
4hp0,1KXW,A,A,NAG,14,39.49771689497717,24,16
4hp0,1LSY,A,A,NAG,14,39.49771689497717,24,16
4hp0,1LZD,A,A,NAG,14,39.49771689497717,24,16
4hp0,6F1L,A,A,NAG,14,39.49771689497717,24,16
4hp0,1FLY,A,A,NAG,14,39.49771689497717,24,16
4hp0,1FLW,A,A,NAG,14,39.49771689497717,24,16
4hp0,1FLQ,A,A,NAG,14,39.49771689497717,24,16
4hp0,1FN5,A,A,NAG,14,39.49771689497717,24,16
4hp0,1FLU,A,A,NAG,14,39.49771689497717,24,16
4hp0,1KXY,A,A,NAG,14,39.49771689497717,24,16
4hp0,3QY4,A,A,NAG,14,39.49771689497717,24,16
4hp0,1NBY,A,C,NAG,14,39.49771689497717,24,16
4hp0,1NBZ,A,C,NAG,14,39.49771689497717,24,16
4hp0,1NDG,A,C,NAG,14,39.49771689497717,24,16
4hp0,1IOS,A,A,NAG,14,39.49771689497717,24,16
4hp0,3OK0,A,A,NAG,14,39.49771689497717,24,16
4hp0,3WVX,A,A,NAG,14,39.49771689497717,24,16
4hp0,1A2Y,A,C,NAG,14,39.49771689497717,24,16
4hp0,1UID,A,A,NAG,14,39.49771689497717,24,16
4hp0,1UIC,A,A,NAG,14,39.49771689497717,24,16
4hp0,1UIE,A,A,NAG,14,39.49771689497717,24,16
4hp0,1UIF,A,A,NAG,14,39.49771689497717,24,16
3d83,2Y8O,A,A,GK6,35,38.87850467289719,25,17
3d83,5ETC,A,A,GK6,35,38.87850467289719,26,17
3d83,5ETI,A,A,GK6,35,38.87850467289719,26,17
3d83,2LGC,A,A,GK6,35,38.87850467289719,26,17
3d83,5ETF,A,A,GK6,35,38.87850467289719,25,17
3d83,4E5A,A,X,GK6,35,38.87850467289719,27,17
4y79,1C5M,A,D,4O6,29,65.88785046728972,21,14
4y79,1HCG,A,A,4O6,29,65.88785046728972,22,14
4y79,7TPP,A,B,4O6,29,65.88785046728972,21,14
5orj,4MD7,B,E,IHP,36,19.11392405063291,28,18
5orj,4MD8,B,E,IHP,36,19.11392405063291,28,18
5orj,2R7I,B,A,IHP,36,19.11392405063291,29,18
5orj,5ZN5,B,A,IHP,36,19.11392405063291,28,18
5orj,4DGL,B,C,IHP,36,19.11392405063291,28,18
5orj,4MD9,B,E,IHP,36,19.11392405063291,28,18
5orj,1NA7,B,A,IHP,36,19.11392405063291,28,18
5orj,5ZN0,B,A,IHP,36,19.11392405063291,28,18
3ibn,1CA3,A,A,O60,20,46.68141592920354,0,0
3ibn,5ZXW,A,A,O60,20,46.68141592920354,0,0
3ibn,1CAN,A,A,O60,20,46.68141592920354,0,0
3ibn,3MNJ,A,A,O60,20,46.68141592920354,0,0
3ibn,2NXR,A,A,O60,20,46.68141592920354,0,0
3ibn,5CA2,A,A,O60,20,46.68141592920354,0,0
3ibn,1ZSA,A,A,O60,20,46.68141592920354,0,0
3ibn,3MNH,A,A,O60,20,46.68141592920354,0,0
3ibn,1CAK,A,A,O60,20,46.68141592920354,0,0
3ibn,12CA,A,A,O60,20,46.68141592920354,0,0
3ibn,1UGD,A,A,O60,20,46.68141592920354,0,0
3ibn,1HED,A,A,O60,20,46.68141592920354,0,0
3ibn,1CNH,A,A,O60,20,46.68141592920354,0,0
3ibn,1CAJ,A,A,O60,20,46.68141592920354,0,0
3ibn,1TH9,A,A,O60,20,46.68141592920354,0,0
3ibn,1HEA,A,A,O60,20,46.68141592920354,0,0
3ibn,1TG3,A,A,O60,20,46.68141592920354,0,0
3ibn,3MNI,A,A,O60,20,46.68141592920354,0,0
3ibn,1CVA,A,A,O60,20,46.68141592920354,0,0
3ibn,1LZV,A,A,O60,20,46.68141592920354,0,0
3ibn,1UGF,A,A,O60,20,46.68141592920354,0,0
3ibn,1CAL,A,A,O60,20,46.68141592920354,0,0
3ibn,9CA2,A,A,O60,20,46.68141592920354,0,0
3ibn,3MNK,A,A,O60,20,46.68141592920354,0,0
3ibn,1CAI,A,A,O60,20,46.68141592920354,0,0
3ibn,1CNJ,A,A,O60,20,46.68141592920354,0,0
3ibn,1HEB,A,A,O60,20,46.68141592920354,0,0
3ibn,3DVC,A,A,O60,20,46.68141592920354,0,0
3ibn,1DCA,A,A,O60,20,46.68141592920354,0,0
3ibn,1CCT,A,A,O60,20,46.68141592920354,0,0
3ibn,1UGB,A,A,O60,20,46.68141592920354,0,0
3ibn,1CNG,A,A,O60,20,46.68141592920354,0,0
3ibn,3DVD,A,A,O60,20,46.68141592920354,0,0
3ibn,6CA2,A,A,O60,20,46.68141592920354,0,0
3ibn,1G3Z,A,A,O60,20,46.68141592920354,0,0
3ibn,3RG4,A,A,O60,20,46.68141592920354,0,0
3ibn,4QK1,A,A,O60,20,46.68141592920354,0,0
3ibn,1H9Q,A,A,O60,20,46.68141592920354,0,0
3ibn,3TVN,A,X,O60,20,46.68141592920354,0,0
3ibn,1CNI,A,A,O60,20,46.68141592920354,0,0
3ibn,1H9N,A,A,O60,20,46.68141592920354,0,0
3ibn,7CA2,A,A,O60,20,46.68141592920354,0,0
3ibn,1BIC,A,A,O60,20,46.68141592920354,0,0
3ibn,1UGE,A,A,O60,20,46.68141592920354,0,0
3ibn,1HEC,A,A,O60,20,46.68141592920354,0,0
3ibn,1CCU,A,A,O60,20,46.68141592920354,0,0
3ibn,4YGJ,A,A,O60,20,46.68141592920354,0,0
3ibn,3RLD,A,A,O60,20,46.68141592920354,0,0
3ibn,8CA2,A,A,O60,20,46.68141592920354,0,0
3ibn,3DV7,A,A,O60,20,46.68141592920354,0,0
3ibn,1UGC,A,A,O60,20,46.68141592920354,0,0
3ibn,1CCS,A,A,O60,20,46.68141592920354,0,0
3ibn,2NWO,A,A,O60,20,46.68141592920354,0,0
3ibn,1CVF,A,A,O60,20,46.68141592920354,0,0
3ibn,1CVC,A,A,O60,20,46.68141592920354,0,0
3ibn,3DVB,A,A,O60,20,46.68141592920354,0,0
3ibn,2NWY,A,A,O60,20,46.68141592920354,0,0
3ibn,1CVE,A,A,O60,20,46.68141592920354,0,0
3ibn,1CNK,A,A,O60,20,46.68141592920354,0,0
3ibn,1HVA,A,A,O60,20,46.68141592920354,0,0
3ibn,1UGA,A,A,O60,20,46.68141592920354,0,0
3ibn,3RG3,A,A,O60,20,46.68141592920354,0,0
3ibn,1CNB,A,A,O60,20,46.68141592920354,0,0
3ibn,3RGE,A,A,O60,20,46.68141592920354,0,0
3ibn,2FNK,A,A,O60,20,46.68141592920354,0,0
3ibn,1FQL,A,A,O60,20,46.68141592920354,0,0
3ibn,1YO0,A,A,O60,20,46.68141592920354,0,0
3ibn,1LG5,A,A,O60,20,46.68141592920354,0,0
3ibn,3M1Q,A,A,O60,20,46.68141592920354,0,0
3ibn,1MUA,A,A,O60,20,46.68141592920354,0,0
3ibn,2FNM,A,A,O60,20,46.68141592920354,0,0
3ibn,1CVD,A,A,O60,20,46.68141592920354,0,0
3ibn,1CVH,A,A,O60,20,46.68141592920354,0,0
4lzs,6BN8,A,C,L46,15,33.67697594501718,30,19
3kgu,4PVL,B,A,GEN,20,24.15730337078652,31,7
3kgu,3CFM,B,A,GEN,20,24.15730337078652,31,7
3kgu,3I9P,B,A,GEN,20,24.15730337078652,31,7
3kgu,1BZD,B,A,GEN,20,24.15730337078652,31,7
3kgu,7Q3I,B,AAA,GEN,20,24.15730337078652,31,7
3kgu,4ANK,B,A,GEN,20,24.15730337078652,31,7
3kgu,1DVQ,B,A,GEN,20,24.15730337078652,31,7
3kgu,1TTR,B,A,GEN,20,24.15730337078652,31,7
3kgu,8PKE,B,A,GEN,20,24.15730337078652,32,7
3kgu,4N85,B,A,GEN,20,24.15730337078652,31,7
3kgu,8JQW,B,A,GEN,20,24.15730337078652,33,7
3kgu,7Y1I,B,A,GEN,20,24.15730337078652,31,7
3kgu,8W1N,B,A,GEN,20,24.15730337078652,31,7
3kgu,7WL6,B,A,GEN,20,24.15730337078652,31,7
3kgu,4TL4,B,A,GEN,20,24.15730337078652,31,7
3kgu,8JOK,B,A,GEN,20,24.15730337078652,31,7
3kgu,1X7S,B,A,GEN,20,24.15730337078652,31,7
3kgu,5CLZ,B,A,GEN,20,24.15730337078652,31,7
3kgu,5FW6,B,A,GEN,20,24.15730337078652,31,7
3kgu,5FW7,B,A,GEN,20,24.15730337078652,31,7
3kgu,5FW8,B,A,GEN,20,24.15730337078652,31,7
3kgu,1TSH,B,A,GEN,20,24.15730337078652,31,7
3kgu,1BZE,B,A,GEN,20,24.15730337078652,31,7
3kgu,4TNG,B,A,GEN,20,24.15730337078652,31,7
3kgu,3CXF,B,A,GEN,20,24.15730337078652,31,7
3kgu,2G3Z,B,A,GEN,20,24.15730337078652,31,7
3kgu,3BT0,B,A,GEN,20,24.15730337078652,31,7
3kgu,6KGB,B,A,GEN,20,24.15730337078652,31,7
3kgu,5DEJ,B,A,GEN,20,24.15730337078652,31,7
3kgu,5FO2,B,A,GEN,20,24.15730337078652,31,7
3kgu,4MRC,B,A,GEN,20,24.15730337078652,31,7
3kgu,8W2W,B,A,GEN,20,24.15730337078652,31,7
3kgu,2G3X,B,A,GEN,20,24.15730337078652,31,7
3kgu,4TL5,B,A,GEN,20,24.15730337078652,31,7
3kgu,2TRY,B,A,GEN,20,24.15730337078652,31,7
3kgu,8E7E,B,A,GEN,20,24.15730337078652,34,7
3kgu,1X7T,B,A,GEN,20,24.15730337078652,35,7
3kgu,8E7I,B,A,GEN,20,24.15730337078652,36,7
3kgu,8PKF,B,A,GEN,20,24.15730337078652,37,7
3kgu,3DJR,B,A,GEN,20,24.15730337078652,31,7
3kgu,8JNU,B,A,GEN,20,24.15730337078652,33,7
3kgu,1III,B,A,GEN,20,24.15730337078652,31,7
3kgu,4TKW,B,A,GEN,20,24.15730337078652,31,7
3kgu,1QWH,B,A,GEN,20,24.15730337078652,38,7
3kgu,4TM9,B,A,GEN,20,24.15730337078652,31,7
3kgu,2TRH,B,A,GEN,20,24.15730337078652,31,7
3kgu,1BZ8,B,A,GEN,20,24.15730337078652,31,7
3kgu,3U2I,B,A,GEN,20,24.15730337078652,31,7
6i0z,1DFC,A,A,GZQ,13,31.73333333333333,39,20
5tya,1CA3,A,A,7QS,13,48.06629834254144,0,0
5tya,5ZXW,A,A,7QS,13,48.06629834254144,0,0
5tya,1CAN,A,A,7QS,13,48.06629834254144,0,0
5tya,3MNJ,A,A,7QS,13,48.06629834254144,0,0
5tya,2NXR,A,A,7QS,13,48.06629834254144,0,0
5tya,5CA2,A,A,7QS,13,48.06629834254144,0,0
5tya,1ZSA,A,A,7QS,13,48.06629834254144,0,0
5tya,3MNH,A,A,7QS,13,48.06629834254144,0,0
5tya,1CAK,A,A,7QS,13,48.06629834254144,0,0
5tya,12CA,A,A,7QS,13,48.06629834254144,0,0
5tya,1UGD,A,A,7QS,13,48.06629834254144,0,0
5tya,1HED,A,A,7QS,13,48.06629834254144,0,0
5tya,1CNH,A,A,7QS,13,48.06629834254144,0,0
5tya,1CAJ,A,A,7QS,13,48.06629834254144,0,0
5tya,1TH9,A,A,7QS,13,48.06629834254144,0,0
5tya,1HEA,A,A,7QS,13,48.06629834254144,0,0
5tya,1TG3,A,A,7QS,13,48.06629834254144,0,0
5tya,3MNI,A,A,7QS,13,48.06629834254144,0,0
5tya,1CVA,A,A,7QS,13,48.06629834254144,0,0
5tya,1LZV,A,A,7QS,13,48.06629834254144,0,0
5tya,1UGF,A,A,7QS,13,48.06629834254144,0,0
5tya,1CAL,A,A,7QS,13,48.06629834254144,0,0
5tya,9CA2,A,A,7QS,13,48.06629834254144,0,0
5tya,3MNK,A,A,7QS,13,48.06629834254144,0,0
5tya,1CAI,A,A,7QS,13,48.06629834254144,0,0
5tya,1CNJ,A,A,7QS,13,48.06629834254144,0,0
5tya,1HEB,A,A,7QS,13,48.06629834254144,0,0
5tya,3DVC,A,A,7QS,13,48.06629834254144,0,0
5tya,1DCA,A,A,7QS,13,48.06629834254144,0,0
5tya,1CCT,A,A,7QS,13,48.06629834254144,0,0
5tya,1UGB,A,A,7QS,13,48.06629834254144,0,0
5tya,1CNG,A,A,7QS,13,48.06629834254144,0,0
5tya,3DVD,A,A,7QS,13,48.06629834254144,0,0
5tya,6CA2,A,A,7QS,13,48.06629834254144,0,0
5tya,1G3Z,A,A,7QS,13,48.06629834254144,0,0
5tya,3RG4,A,A,7QS,13,48.06629834254144,0,0
5tya,4QK1,A,A,7QS,13,48.06629834254144,0,0
5tya,1H9Q,A,A,7QS,13,48.06629834254144,0,0
5tya,3TVN,A,X,7QS,13,48.06629834254144,0,0
5tya,1CNI,A,A,7QS,13,48.06629834254144,0,0
5tya,1H9N,A,A,7QS,13,48.06629834254144,0,0
5tya,7CA2,A,A,7QS,13,48.06629834254144,0,0
5tya,1BIC,A,A,7QS,13,48.06629834254144,0,0
5tya,1UGE,A,A,7QS,13,48.06629834254144,0,0
5tya,1HEC,A,A,7QS,13,48.06629834254144,0,0
5tya,1CCU,A,A,7QS,13,48.06629834254144,0,0
5tya,4YGJ,A,A,7QS,13,48.06629834254144,0,0
5tya,3RLD,A,A,7QS,13,48.06629834254144,0,0
