apo_name,apo_chain,holo_name,holo_chain,pocket_id,pocket_rmsd,pocket_com,protein_id,ligand,ligand_atom_count,apo_pocket_missing_percentage,holo_loop_per
8GSZ,A,4loh,A,1,11.414467811584473,"[-5.734404585568177, 2.5798282578525358, -16.67950583499065]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,11.912877082824707,"[-5.734404585568177, 2.5798282578525358, -16.67950583499065]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,11.726530075073242,"[-5.734404585568177, 2.5798282578525358, -16.67950583499065]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,11.414467811584473,"[-5.734404585568177, 2.5798282578525358, -16.67950583499065]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.734404771704888, 2.579828336054272, -16.679505837201297]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-1.7372371090783014, 1.4030675064406024, -7.484168827305352]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-5.976845916308797, 0.10057278707554389, -16.175735579760403]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[20.82363438206678, 13.267093003795134, 6.7963019323082605]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[20.82363438206678, 13.267093003795134, 6.7963019323082605]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[20.82363438206678, 13.267093003795134, 6.7963019323082605]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.7899930477142334,"[20.82363438206678, 13.267093003795134, 6.7963019323082605]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7335431575775146,"[20.82363438206678, 13.267093003795134, 6.7963019323082605]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[20.82363438206678, 13.267093003795134, 6.7963019323082605]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-8.233045111483039, 3.4478283623760864, -20.389011813690388]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.789993166923523,"[-8.233044838075468, 3.447828474408147, -20.38901183163346]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.733543038368225,"[-8.233044838075468, 3.447828474408147, -20.38901183163346]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,5.2544403076171875,"[-8.233044838075468, 3.447828474408147, -20.38901183163346]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.997517704963684,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7034069299697876,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,1.6157468557357788,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.997517704963684,"[0.922640097157397, 10.577295190413988, -2.204700750007681]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7034069299697876,"[0.922640097157397, 10.577295190413988, -2.204700750007681]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,1.6157468557357788,"[0.922640097157397, 10.577295190413988, -2.204700750007681]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.997517704963684,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7034069299697876,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,1.6157468557357788,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,1SY,45,0.0,15.030674846625766
8GSZ,A,4f5y,A,1,1.997517704963684,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,C2E,46,0.0,27.64505119453925
8GSZ,A,4loi,B,1,1.7034069299697876,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,1YC,45,0.0,14.239482200647249
8GSZ,A,4loh,A,1,1.6157468557357788,"[2.912719761102915, 7.209280633298384, -18.688655420843432]",5,1SY,45,0.0,15.030674846625766
