pdb_id,apo_pdb_id,apo_chain
1yc4,8B7I,A
1yc4,6GP4,A
1yc4,5J80,A
1jmf,1TDA,A
1jmf,1BO8,A
1jmf,1BO7,A
2vwo,7TPP,B
2vwo,1C5M,D
5z99,5ZA4,A
4hp0,1LSG,A
4hp0,4YEO,A
4hp0,1V7S,A
4hp0,193L,A
4hp0,1HEO,A
4hp0,1IR8,A
4hp0,1IR7,A
4hp0,1IR9,A
4hp0,1HEM,A
4hp0,2IFF,Y
4hp0,1HER,A
4hp0,1IOT,A
4hp0,1KXW,A
4hp0,1LZD,A
4hp0,6F1L,A
4hp0,1FLY,A
4hp0,1FLW,A
4hp0,1FLQ,A
4hp0,1FN5,A
4hp0,1FLU,A
4hp0,1KXY,A
4hp0,3QY4,A
4hp0,1NBY,C
4hp0,1NBZ,C
4hp0,1LSY,A
4hp0,1NDG,C
4hp0,1IOS,A
4hp0,3OK0,A
4hp0,3WVX,A
4hp0,1A2Y,C
4hp0,1UID,A
4hp0,1UIC,A
4hp0,1UIE,A
4hp0,1UIF,A
3d83,5ETC,A
3d83,2LGC,A
3d83,5ETI,A
4y79,1C5M,D
4y79,7TPP,B
5orj,4MD7,E
5orj,5ZN5,A
5orj,4MD8,E
5orj,4DGL,C
5orj,1NA7,A
5orj,4MD9,E
5orj,5ZN0,A
3ibn,1CAN,A
3ibn,3MNJ,A
3ibn,1CAK,A
3ibn,1UGD,A
3ibn,2NXR,A
3ibn,3MNH,A
3ibn,1CAJ,A
3ibn,1UGF,A
3ibn,1UGB,A
3ibn,3DVD,A
3ibn,1CAL,A
3ibn,3MNI,A
3ibn,3MNK,A
3ibn,1TH9,A
3ibn,1TG3,A
3ibn,3DV7,A
3ibn,1CAI,A
3ibn,3DVC,A
3ibn,1G3Z,A
3ibn,3TVN,X
3ibn,1UGC,A
3ibn,1UGE,A
3ibn,4YGJ,A
3ibn,1UGA,A
3ibn,2NWO,A
3ibn,2NWY,A
3ibn,3DVB,A
3ibn,1BIC,A
3ibn,1ZSA,A
3ibn,1CNH,A
3ibn,2FNK,A
3ibn,1CNJ,A
3ibn,1CNG,A
3ibn,4QK1,A
3ibn,5ZXW,A
3ibn,3RG4,A
3ibn,1CNI,A
3ibn,1H9N,A
3ibn,3RLD,A
3ibn,1CNK,A
3ibn,1YO0,A
3ibn,1HEA,A
3ibn,1MUA,A
3ibn,1CA3,A
3ibn,1LZV,A
3ibn,1HEC,A
3ibn,3RG3,A
3ibn,5CA2,A
3ibn,12CA,A
3ibn,3RGE,A
3ibn,2FNM,A
3ibn,9CA2,A
3ibn,1HED,A
3ibn,3M1Q,A
3ibn,1LG5,A
3ibn,1CVA,A
3ibn,1DCA,A
3ibn,6CA2,A
3ibn,1H9Q,A
3ibn,7CA2,A
3ibn,1CCS,A
3ibn,1CCT,A
3ibn,1HEB,A
3ibn,1CVC,A
3ibn,1CVE,A
3ibn,8CA2,A
3ibn,1CNB,A
3ibn,1HVA,A
3ibn,1CVD,A
3ibn,1CVH,A
3ibn,1CVF,A
3ibn,1CCU,A
3ibn,1FQL,A
4lzs,6BN8,C
3kgu,7Q3I,AAA
3kgu,4N85,A
3kgu,3CFM,A
3kgu,4PVL,A
3kgu,3I9P,A
3kgu,4ANK,A
3kgu,1BZD,A
3kgu,1DVQ,A
3kgu,1TTR,A
3kgu,4TL4,A
3kgu,7Y1I,A
3kgu,1X7S,A
3kgu,6KGB,A
3kgu,1TTC,A
3kgu,5FW8,A
3kgu,4TNG,A
3kgu,5FW6,A
3kgu,5FW7,A
3kgu,5CLZ,A
3kgu,5FO2,A
3kgu,3CXF,A
3kgu,1TSH,A
3kgu,1BZE,A
3kgu,4MRC,A
3kgu,4TL5,A
3kgu,2G3X,A
3kgu,3BT0,A
3kgu,5DEJ,A
3kgu,3DJR,A
3kgu,2TRY,A
3kgu,4TKW,A
3kgu,1III,A
3kgu,4TM9,A
3kgu,2TRH,A
3kgu,7WL6,A
3kgu,2G3Z,A
3kgu,1BZ8,A
3kgu,3U2I,A
5tya,1CAN,A
5tya,3MNJ,A
5tya,1CAK,A
5tya,1UGD,A
5tya,2NXR,A
5tya,3MNH,A
5tya,1CAJ,A
5tya,1UGF,A
5tya,1UGB,A
5tya,3DVD,A
5tya,1CAL,A
5tya,3MNI,A
5tya,3MNK,A
5tya,1TH9,A
5tya,1TG3,A
5tya,3DV7,A
5tya,1CAI,A
5tya,3DVC,A
5tya,1G3Z,A
5tya,3TVN,X
5tya,1UGC,A
5tya,1UGE,A
5tya,4YGJ,A
5tya,1UGA,A
5tya,2NWO,A
5tya,2NWY,A
5tya,3DVB,A
5tya,1BIC,A
5tya,1ZSA,A
5tya,1CNH,A
5tya,2FNK,A
5tya,1CNJ,A
5tya,1CNG,A
5tya,4QK1,A
5tya,5ZXW,A
5tya,3RG4,A
5tya,1CNI,A
5tya,1H9N,A
5tya,3RLD,A
5tya,1CNK,A
5tya,1YO0,A
5tya,1HEA,A
5tya,1MUA,A
5tya,1CA3,A
5tya,1LZV,A
5tya,1HEC,A
5tya,3RG3,A
5tya,5CA2,A
5tya,12CA,A
5tya,3RGE,A
5tya,2FNM,A
5tya,9CA2,A
5tya,1HED,A
5tya,3M1Q,A
5tya,1LG5,A
5tya,1CVA,A
5tya,1DCA,A
5tya,6CA2,A
5tya,1H9Q,A
5tya,7CA2,A
5tya,1CCS,A
5tya,1CCT,A
5tya,1HEB,A
5tya,1CVC,A
5tya,1CVE,A
5tya,8CA2,A
5tya,1CNB,A
5tya,1HVA,A
5tya,1CVD,A
5tya,1CVH,A
5tya,1CVF,A
5tya,1CCU,A
5tya,1FQL,A
5tp0,2R9P,A
5tp0,4DG4,A
4q7v,1CAN,A
4q7v,3MNJ,A
4q7v,1ZSA,A
4q7v,1CAK,A
4q7v,1UGD,A
4q7v,1CNH,A
4q7v,1UGF,A
4q7v,3MNH,A
4q7v,1CAJ,A
4q7v,1UGB,A
4q7v,3DVD,A
4q7v,1CAL,A
4q7v,2NXR,A
4q7v,1CAI,A
4q7v,1CNJ,A
4q7v,3DVC,A
4q7v,1G3Z,A
4q7v,3TVN,X
4q7v,1CNI,A
4q7v,1CNG,A
4q7v,1H9N,A
4q7v,5ZXW,A
4q7v,3MNI,A
4q7v,3MNK,A
4q7v,1TH9,A
4q7v,3RG4,A
4q7v,1TG3,A
4q7v,1UGE,A
4q7v,4YGJ,A
4q7v,3DV7,A
4q7v,1BIC,A
4q7v,4QK1,A
4q7v,3RLD,A
4q7v,1CNK,A
4q7v,1UGC,A
4q7v,1UGA,A
4q7v,3DVB,A
4q7v,2NWO,A
4q7v,2NWY,A
4q7v,1HEA,A
4q7v,1MUA,A
4q7v,1CA3,A
4q7v,1LZV,A
4q7v,1HEC,A
4q7v,2FNK,A
4q7v,12CA,A
4q7v,3RG3,A
4q7v,3RGE,A
4q7v,5CA2,A
4q7v,1HED,A
4q7v,1CVA,A
4q7v,1DCA,A
4q7v,1YO0,A
4q7v,6CA2,A
4q7v,9CA2,A
4q7v,1H9Q,A
4q7v,1LG5,A
4q7v,1CCT,A
4q7v,1HEB,A
4q7v,3M1Q,A
4q7v,1CCS,A
4q7v,1CVF,A
4q7v,1CCU,A
4q7v,7CA2,A
4q7v,1CVC,A
4q7v,1CVE,A
4q7v,8CA2,A
4q7v,1CNB,A
4q7v,1HVA,A
4q7v,1CVD,A
4q7v,1CVH,A
4q7v,1FQL,A
4q7v,2FNM,A
3tcg,3TCF,A
5wcm,3LVZ,A
5wcm,2GMN,A
6o5u,6NP1,A
6o5u,6BBR,A
2v7a,6XR6,A
6p86,3EH0,A
4mc1,1A30,A
4q87,1CAN,A
4q87,3MNJ,A
4q87,1ZSA,A
4q87,1CAK,A
4q87,1UGD,A
4q87,1CNH,A
4q87,1UGF,A
4q87,3MNH,A
4q87,1CAJ,A
4q87,1UGB,A
4q87,3DVD,A
4q87,1CAL,A
4q87,2NXR,A
4q87,1CAI,A
4q87,1CNJ,A
4q87,3DVC,A
4q87,1G3Z,A
4q87,3TVN,X
4q87,1CNI,A
4q87,1CNG,A
4q87,1H9N,A
4q87,5ZXW,A
4q87,3MNI,A
4q87,3MNK,A
4q87,1TH9,A
4q87,3RG4,A
4q87,1TG3,A
4q87,1UGE,A
4q87,4YGJ,A
4q87,3DV7,A
4q87,1BIC,A
4q87,4QK1,A
4q87,3RLD,A
4q87,1CNK,A
4q87,1UGC,A
4q87,1UGA,A
4q87,3DVB,A
4q87,2NWO,A
4q87,2NWY,A
4q87,1HEA,A
4q87,1MUA,A
4q87,1CA3,A
4q87,1LZV,A
4q87,1HEC,A
4q87,2FNK,A
4q87,12CA,A
4q87,3RG3,A
4q87,3RGE,A
4q87,5CA2,A
4q87,1HED,A
4q87,1CVA,A
4q87,1DCA,A
4q87,1YO0,A
4q87,6CA2,A
4q87,9CA2,A
4q87,1H9Q,A
4q87,1LG5,A
4q87,1CCT,A
4q87,1HEB,A
4q87,3M1Q,A
4q87,1CCS,A
4q87,1CVF,A
4q87,1CCU,A
4q87,7CA2,A
4q87,1CVC,A
4q87,1CVE,A
4q87,8CA2,A
4q87,1CNB,A
4q87,1HVA,A
4q87,1CVD,A
4q87,1CVH,A
4q87,1FQL,A
4q87,2FNM,A
1rpj,1GUB,A
1ew8,5JTL,E
1ew8,1ED8,A
1ew8,3BDH,A
1ew8,1ELX,A
1ew8,2G9Y,A
1ew8,1ELZ,A
1ew8,1ELY,A
1ew8,1Y7A,A
1ew8,1URA,A
1ew8,1HQA,A
1ew8,1ALI,A
1ew8,1ANJ,A
1ew8,2ANH,A
1ew8,1ALH,A
1ew8,3DYC,A
1ew8,3CMR,A
1ew8,1ANI,A
1ew8,4KM4,A
1ew8,5C66,A
5g2g,3RGR,A
6mu3,2OQJ,A
6mu3,4NHG,B
1fkh,5GKY,B
1fkh,2PPP,A
1fkh,2PPO,A
1fkh,1EYM,A
6r8w,2BIT,X
6r8w,3QYU,A
6fo5,6BN8,C
3u5j,6BN8,C
5ldm,5LDI,A
5fdc,1CAN,A
5fdc,3MNJ,A
5fdc,1CAK,A
5fdc,1UGD,A
5fdc,2NXR,A
5fdc,3MNH,A
5fdc,1CAJ,A
5fdc,1UGF,A
5fdc,1UGB,A
5fdc,3DVD,A
5fdc,1CAL,A
5fdc,3MNI,A
5fdc,3MNK,A
5fdc,1TH9,A
5fdc,1TG3,A
5fdc,3DV7,A
5fdc,1CAI,A
5fdc,3DVC,A
5fdc,1G3Z,A
5fdc,3TVN,X
5fdc,1UGC,A
5fdc,1UGE,A
5fdc,4YGJ,A
5fdc,1UGA,A
5fdc,2NWO,A
5fdc,2NWY,A
5fdc,3DVB,A
5fdc,1BIC,A
5fdc,1ZSA,A
5fdc,1CNH,A
5fdc,2FNK,A
5fdc,1CNJ,A
5fdc,1CNG,A
5fdc,4QK1,A
5fdc,5ZXW,A
5fdc,3RG4,A
5fdc,1CNI,A
5fdc,1H9N,A
5fdc,3RLD,A
5fdc,1CNK,A
5fdc,1YO0,A
5fdc,1HEA,A
5fdc,1MUA,A
5fdc,1CA3,A
5fdc,1LZV,A
5fdc,1HEC,A
5fdc,3RG3,A
5fdc,5CA2,A
5fdc,12CA,A
5fdc,3RGE,A
5fdc,2FNM,A
5fdc,9CA2,A
5fdc,1HED,A
5fdc,3M1Q,A
5fdc,1LG5,A
5fdc,1CVA,A
5fdc,1DCA,A
5fdc,6CA2,A
5fdc,1H9Q,A
5fdc,7CA2,A
5fdc,1CCS,A
5fdc,1CCT,A
5fdc,1HEB,A
5fdc,1CVC,A
5fdc,1CVE,A
5fdc,8CA2,A
5fdc,1CNB,A
5fdc,1HVA,A
5fdc,1CVD,A
5fdc,1CVH,A
5fdc,1CVF,A
5fdc,1CCU,A
5fdc,1FQL,A
4yx4,1CAN,A
4yx4,3MNJ,A
4yx4,1ZSA,A
4yx4,1CAK,A
4yx4,1UGD,A
4yx4,1CNH,A
4yx4,1UGF,A
4yx4,3MNH,A
4yx4,1CAJ,A
4yx4,1UGB,A
4yx4,3DVD,A
4yx4,1CAL,A
4yx4,2NXR,A
4yx4,1CAI,A
4yx4,1CNJ,A
4yx4,3DVC,A
4yx4,1G3Z,A
4yx4,3TVN,X
4yx4,1CNI,A
4yx4,1CNG,A
4yx4,1H9N,A
4yx4,5ZXW,A
4yx4,3MNI,A
4yx4,3MNK,A
4yx4,1TH9,A
4yx4,3RG4,A
4yx4,1TG3,A
4yx4,1UGE,A
4yx4,4YGJ,A
4yx4,3DV7,A
4yx4,1BIC,A
4yx4,4QK1,A
4yx4,3RLD,A
4yx4,1CNK,A
4yx4,1UGC,A
4yx4,1UGA,A
4yx4,3DVB,A
4yx4,2NWO,A
4yx4,2NWY,A
4yx4,1HEA,A
4yx4,1MUA,A
4yx4,1CA3,A
4yx4,1LZV,A
4yx4,1HEC,A
4yx4,2FNK,A
4yx4,12CA,A
4yx4,3RG3,A
4yx4,3RGE,A
4yx4,5CA2,A
4yx4,1HED,A
4yx4,1CVA,A
4yx4,1DCA,A
4yx4,1YO0,A
4yx4,6CA2,A
4yx4,9CA2,A
4yx4,1H9Q,A
4yx4,1LG5,A
4yx4,1CCT,A
4yx4,1HEB,A
4yx4,3M1Q,A
4yx4,1CCS,A
4yx4,1CVF,A
4yx4,1CCU,A
4yx4,7CA2,A
4yx4,1CVC,A
4yx4,1CVE,A
4yx4,8CA2,A
4yx4,1CNB,A
4yx4,1HVA,A
4yx4,1CVD,A
4yx4,1CVH,A
4yx4,1FQL,A
4yx4,2FNM,A
5g45,5K38,A
6udv,2KBW,A
6udv,5UUM,A
6udv,5C6H,A
6udv,6MBD,A
6udv,2MHS,A
6udv,4HW4,A
6udv,6MBE,A
6udv,5JSB,A
6udv,7XGE,B
3f1a,1OS2,A
3f1a,3BA0,A
3f1a,2K9C,A
2e94,2DH4,A
2x7u,1CAN,A
2x7u,3MNJ,A
2x7u,1ZSA,A
2x7u,1CAK,A
2x7u,1UGD,A
2x7u,1CNH,A
2x7u,1UGF,A
2x7u,3MNH,A
2x7u,1CAJ,A
2x7u,1UGB,A
2x7u,3DVD,A
2x7u,1CAL,A
2x7u,2NXR,A
2x7u,1CAI,A
2x7u,1CNJ,A
2x7u,3DVC,A
2x7u,1G3Z,A
2x7u,3TVN,X
2x7u,1CNI,A
2x7u,1CNG,A
2x7u,1H9N,A
2x7u,5ZXW,A
2x7u,3MNI,A
2x7u,3MNK,A
2x7u,1TH9,A
2x7u,3RG4,A
2x7u,1TG3,A
2x7u,1UGE,A
2x7u,4YGJ,A
2x7u,3DV7,A
2x7u,1BIC,A
2x7u,4QK1,A
2x7u,3RLD,A
2x7u,1CNK,A
2x7u,1UGC,A
2x7u,1UGA,A
2x7u,3DVB,A
2x7u,2NWO,A
2x7u,2NWY,A
2x7u,1HEA,A
2x7u,1MUA,A
2x7u,1CA3,A
2x7u,1LZV,A
2x7u,1HEC,A
2x7u,2FNK,A
2x7u,12CA,A
2x7u,3RG3,A
2x7u,3RGE,A
2x7u,5CA2,A
2x7u,1HED,A
2x7u,1CVA,A
2x7u,1DCA,A
2x7u,1YO0,A
2x7u,6CA2,A
2x7u,9CA2,A
2x7u,1H9Q,A
2x7u,1LG5,A
2x7u,1CCT,A
2x7u,1HEB,A
2x7u,3M1Q,A
2x7u,1CCS,A
2x7u,1CVF,A
2x7u,1CCU,A
2x7u,7CA2,A
2x7u,1CVC,A
2x7u,1CVE,A
2x7u,8CA2,A
2x7u,1CNB,A
2x7u,1HVA,A
2x7u,1CVD,A
2x7u,1CVH,A
2x7u,1FQL,A
2x7u,2FNM,A
5cqu,4MD7,E
5cqu,5ZN5,A
5cqu,4DGL,C
5cqu,4MD8,E
5cqu,4MD9,E
5cqu,5ZN0,A
5cqu,1NA7,A
5cqu,5ZN4,A
1k4h,1OZM,A
1k4h,1WKD,A
1k4h,1WKE,A
1k4h,1WKF,A
4mc6,1A30,A
5fho,5KK2,A
5fho,8P3Y,A
2zx7,2ZWY,A
2gvv,1E1A,A
2gvv,2IAO,A
2gvv,2IAP,A
2gvv,2IAX,A
2gvv,2IAQ,A
2gvv,3LI3,A
2gvv,2IAW,A
2gvv,2IAU,A
2gvv,2IAS,A
2gvv,2IAV,A
2gvv,2GVX,A
2gvv,2GVU,A
2gvv,2IAT,A
2gvv,2IAR,A
2gvv,3LI4,A
3mho,1CAN,A
3mho,1ZSA,A
3mho,1UGD,A
3mho,2NXR,A
3mho,1CAK,A
3mho,1CNH,A
3mho,3MNH,A
3mho,1CAJ,A
3mho,1CAL,A
3mho,1UGF,A
3mho,3MNJ,A
3mho,1HEA,A
3mho,5ZXW,A
3mho,1UGE,A
3mho,1CAI,A
3mho,1CNJ,A
3mho,3DVC,A
3mho,1CNI,A
3mho,1CNG,A
3mho,1H9N,A
3mho,1UGB,A
3mho,3DVD,A
3mho,1CA3,A
3mho,1MUA,A
3mho,4QK1,A
3mho,3RLD,A
3mho,3MNI,A
3mho,3MNK,A
3mho,1TH9,A
3mho,3RG4,A
3mho,1TG3,A
3mho,4YGJ,A
3mho,1G3Z,A
3mho,3TVN,X
3mho,1HEC,A
3mho,1BIC,A
3mho,1CNK,A
3mho,1UGC,A
3mho,1UGA,A
3mho,3DV7,A
3mho,2NWO,A
3mho,2NWY,A
3mho,3DVB,A
3mho,5CA2,A
3mho,12CA,A
3mho,1CVA,A
3mho,1DCA,A
3mho,6CA2,A
3mho,9CA2,A
3mho,1HED,A
3mho,1LZV,A
3mho,2FNK,A
3mho,1CCS,A
3mho,1CCT,A
3mho,1HEB,A
3mho,1H9Q,A
3mho,1CCU,A
3mho,7CA2,A
3mho,3RG3,A
3mho,1CVC,A
3mho,1CVE,A
3mho,8CA2,A
3mho,1CNB,A
3mho,1HVA,A
3mho,1CVD,A
3mho,1CVH,A
3mho,1CVF,A
3mho,3RGE,A
3mho,1YO0,A
3mho,3M1Q,A
3mho,1LG5,A
3mho,1FQL,A
3mho,2FNM,A
4zgk,1Z1M,A
4zgk,2MPS,A
4zgk,1T4F,M
4zgk,3G03,A
4zgk,7AYE,A
4zgk,1YCR,A
5hbn,3PXG,A
5hbn,2K77,A
5hbn,3PXI,A
5hbn,3J3R,A
5hbn,3J3T,A
5hbn,3J3S,A
3w9k,2EJX,A
2r2m,4H6S,B
2r2m,1DM4,B
3pcf,2PCD,M
5c2o,2HVV,A
5er4,1CFP,A
5er4,1PSB,A
5er4,1MHO,A
5ufc,5UFB,A
6i63,1TFC,A
6i63,1KV6,A
1jaq,1JAN,A
5fnd,6GP4,A
5fnd,2K5B,A
5fnd,8B7I,A
5fnd,5J80,A
6eyb,2K5B,A
6eyb,8B7I,A
6eyb,6GP4,A
6eyb,5J80,A
6cvv,3FGN,A
5t9z,1M9E,A
5t9z,1AK4,A
5t9z,1AWQ,A
5t9z,3K0O,A
5t9z,7TA8,A
5t9z,3K0R,A
1hn4,2PHI,A
1bnv,1CAN,A
1bnv,3MNJ,A
1bnv,1ZSA,A
1bnv,1CAK,A
1bnv,1UGD,A
1bnv,1CNH,A
1bnv,1UGF,A
1bnv,3MNH,A
1bnv,1CAJ,A
1bnv,1UGB,A
1bnv,3DVD,A
1bnv,1CAL,A
1bnv,2NXR,A
1bnv,1CAI,A
1bnv,1CNJ,A
1bnv,3DVC,A
1bnv,1G3Z,A
1bnv,3TVN,X
1bnv,1CNI,A
1bnv,1CNG,A
1bnv,1H9N,A
1bnv,5ZXW,A
1bnv,3MNI,A
1bnv,3MNK,A
1bnv,1TH9,A
1bnv,3RG4,A
1bnv,1TG3,A
1bnv,1UGE,A
1bnv,4YGJ,A
1bnv,3DV7,A
1bnv,1BIC,A
1bnv,4QK1,A
1bnv,3RLD,A
1bnv,1CNK,A
1bnv,1UGC,A
1bnv,1UGA,A
1bnv,3DVB,A
1bnv,2NWO,A
1bnv,2NWY,A
1bnv,1HEA,A
1bnv,1MUA,A
1bnv,1CA3,A
1bnv,1LZV,A
1bnv,1HEC,A
1bnv,2FNK,A
1bnv,12CA,A
1bnv,3RG3,A
1bnv,3RGE,A
1bnv,5CA2,A
1bnv,1HED,A
1bnv,1CVA,A
1bnv,1DCA,A
1bnv,1YO0,A
1bnv,6CA2,A
1bnv,9CA2,A
1bnv,1H9Q,A
1bnv,1LG5,A
1bnv,1CCT,A
1bnv,1HEB,A
1bnv,3M1Q,A
1bnv,1CCS,A
1bnv,1CVF,A
1bnv,1CCU,A
1bnv,7CA2,A
1bnv,1CVC,A
1bnv,1CVE,A
1bnv,8CA2,A
1bnv,1CNB,A
1bnv,1HVA,A
1bnv,1CVD,A
1bnv,1CVH,A
1bnv,1FQL,A
1bnv,2FNM,A
5ngz,1YH2,A
5ngz,6R75,A
1k1l,1BTP,A
1k1l,6MRQ,A
1k1l,1OPH,B
1k1l,3VEQ,B
1k1l,1TAW,A
1xug,1BTP,A
1xug,6MRQ,A
1xug,1OPH,B
1xug,3VEQ,B
1xug,1TAW,A
2r23,1Q9K,B
1sln,1SLM,A
1sln,1QIA,A
1sln,1QIC,A
6g36,2WB8,A
2qg2,2K5B,A
2qg2,8B7I,A
2qg2,6GP4,A
2qg2,5J80,A
3f18,1OS2,A
3f18,3BA0,A
3f18,2K9C,A
5fnc,6GP4,A
5fnc,2K5B,A
5fnc,8B7I,A
5fnc,5J80,A
6i64,1TFC,A
6i64,1KV6,A
6o5g,5DOW,A
6o5g,6O20,F
6o5g,4DJC,A
6o5g,2VAY,A
6o5g,2LGF,A
6o5g,6BNV,O
6o5g,4E53,A
6o5g,1IQ5,A
6o5g,1ZUZ,A
6o5g,5DBR,A
6o5g,7T2Q,A
6o5g,1DMO,A
6o5g,1XFU,O
6o5g,6U3A,A
6o5g,6XXX,AAA
6o5g,7XNI,C
6o5g,3EWT,A
6o5g,1CDL,A
6o5g,1K93,D
6o5g,6DAF,A
6o5g,5JTH,A
6o5g,2K0J,A
6o5g,4QNH,R
6o5g,7VVH,C
6o5g,6U3B,A
6o5g,6DAE,A
6o5g,6U3D,A
6o5g,8EOW,E
6o5g,6XY3,AAA
6o5g,6DAD,A
6o5g,5WSV,A
6o5g,6DAH,A
6o5g,2N6A,A
6o5g,4HEX,A
6o5g,3IFK,A
6o5g,2LLO,A
6o5g,2LQC,A
6o5g,3UCT,A
6o5g,7CQP,B
6o5g,1F70,A
6o5g,1AK8,A
6o5g,3B32,A
6o5g,1CMF,A
6o5g,1YRT,B
6o5g,1F71,A
3ibu,1CAN,A
3ibu,3MNJ,A
3ibu,1CAK,A
3ibu,1UGD,A
3ibu,2NXR,A
3ibu,3MNH,A
3ibu,1CAJ,A
3ibu,1UGF,A
3ibu,1UGB,A
3ibu,3DVD,A
3ibu,1CAL,A
3ibu,3MNI,A
3ibu,3MNK,A
3ibu,1TH9,A
3ibu,1TG3,A
3ibu,3DV7,A
3ibu,1CAI,A
3ibu,3DVC,A
3ibu,1G3Z,A
3ibu,3TVN,X
3ibu,1UGC,A
3ibu,1UGE,A
3ibu,4YGJ,A
3ibu,1UGA,A
3ibu,2NWO,A
